username,sentiment_score,dominant_sentiment
cherryberrylifestyle,78.61,Positive 😄
braided_to_infinity,79.44,Positive 😄
anna.krstna,83.33,Positive 😄
black_beautifulclassy,76.78,Positive 😄
britforshort,77.28,Positive 😄
christian_tay,84.69,Positive 😄
balancebymolly,77.44,Positive 😄
carsworldwide247,75.13,Positive 😄
adrianasinke,77.24,Positive 😄
bad_to_the_bonebroth,79.42,Positive 😄
bryannawoo,74.62,Positive 😄
babiesandbeauty,78.35,Positive 😄
amberbuzz,81.67,Positive 😄
big.toys,77.28,Positive 😄
chasejosey,79.85,Positive 😄
beatarydyger,81.01,Positive 😄
chefdphillips,78.69,Positive 😄
aaaaaaaaaabi,77.2,Positive 😄
amandatanigawa,80.12,Positive 😄
best.travel.rt,90.74,Positive 😄
armineisajan,76.56,Positive 😄
annawickell,80.94,Positive 😄
allie___gee,95.45,Positive 😄
amandafouss,76.85,Positive 😄
arynlei,76.71,Positive 😄
ayozion,87.5,Positive 😄
chabnabbit,81.58,Positive 😄
adrianasbestrecipes,76.23,Positive 😄
_camgomes,77.02,Positive 😄
bjgaddour,77.96,Positive 😄
cbrickley603,74.23,Positive 😄
christen.rhule,76.38,Positive 😄
aysufrohm,82.32,Positive 😄
adrianaencomplicidad,78.68,Positive 😄
ale_mcseven,78.49,Positive 😄
bkelly8801,78.81,Positive 😄
browneyedandblushing,90.23,Positive 😄
cassie_cameron_,77.76,Positive 😄
camikasem,81.25,Positive 😄
andrea.martz,76.74,Positive 😄
ale_peli,80.0,Positive 😄
allchloerose,77.24,Positive 😄
a4n2a0,87.32,Positive 😄
biancamelb,75.37,Positive 😄
bigclangg,78.18,Positive 😄
bayleyjunes,75.57,Positive 😄
ceo_zinorapheal,88.98,Positive 😄
amburbrown,79.38,Positive 😄
alessiasica_official,76.9,Positive 😄
adoseoffab,76.9,Positive 😄
49.al,78.92,Positive 😄
abarnaxo,74.39,Positive 😄
apolloniallewellyn,76.91,Positive 😄
amandaepsteinhair,77.7,Positive 😄
anjallisukumaran,79.61,Positive 😄
albertonwheels,78.52,Positive 😄
appuntinvaligia,80.36,Positive 😄
beautifullyhealthy_,75.17,Positive 😄
anniahatch,83.33,Positive 😄
accordingtoblaire,76.88,Positive 😄
bhumika_t,77.09,Positive 😄
alyssa_novick,85.42,Positive 😄
amorimvivian,76.24,Positive 😄
celines__,78.34,Positive 😄
ajat_,78.31,Positive 😄
angela.poole,76.39,Positive 😄
albanian.fitness,80.36,Positive 😄
atlantabestbites,79.79,Positive 😄
amberrrwang,85.96,Positive 😄
beachy_helena,79.37,Positive 😄
alyssapabalan,84.44,Positive 😄
chica_vagabond,86.54,Positive 😄
anna___ta,76.77,Positive 😄
aurasmakeupbox,77.39,Positive 😄
cantstop.wontstop.reading,76.98,Positive 😄
alicethorpe_,78.63,Positive 😄
carmen_youtube,86.62,Positive 😄
beyelerdominic,71.88,Positive 😄
aschae35,85.19,Positive 😄
angbeaufeaux,82.14,Positive 😄
alichannie,80.28,Positive 😄
cakedupaly,79.56,Positive 😄
ahora_soy_opositora,83.57,Positive 😄
aawelbourne,100.0,Positive 😄
amandajoywrites,77.96,Positive 😄
accountantscanbefit,76.09,Positive 😄
chasingthetaste,77.41,Positive 😄
candicebrown,77.81,Positive 😄
beautygala,84.35,Positive 😄
_cassieleescott,76.18,Positive 😄
blanchecarpio,86.46,Positive 😄
carmensluxurytravel,76.91,Positive 😄
being.the.brothers,79.69,Positive 😄
aimeebourque,78.27,Positive 😄
alexinwanderland,80.12,Positive 😄
breetalks,86.89,Positive 😄
caitlinflemming,81.36,Positive 😄
965koit,92.86,Positive 😄
aferditashaqiri,80.24,Positive 😄
camilaloures,76.89,Positive 😄
alexzandrathomas,87.88,Positive 😄
avivadrescher,76.54,Positive 😄
alessandratassone_,76.94,Positive 😄
bend_sinister,90.0,Positive 😄
ariellepaul,78.4,Positive 😄
artynads,76.75,Positive 😄
angelicabas,76.94,Positive 😄
alanmatheus,73.19,Positive 😄
blumaan,76.4,Positive 😄
betulxycl,77.73,Positive 😄
allsaintdave,77.64,Positive 😄
cherish.larsen,76.42,Positive 😄
arielle_miller,76.65,Positive 😄
365thingsaustin,74.4,Positive 😄
babbleonbrooke,78.42,Positive 😄
anapaucorral,76.07,Positive 😄
3broshka,76.43,Positive 😄
bear.on.unicycle,100.0,Positive 😄
agoudalife,79.88,Positive 😄
carson_lueders_i_love_you,89.22,Positive 😄
alisha,80.37,Positive 😄
40_little_toes,75.69,Positive 😄
abbyemason,81.19,Positive 😄
albertevedel,83.1,Positive 😄
cassiedepecol,79.97,Positive 😄
annienguyen,80.15,Positive 😄
annabelnorthlewis,78.2,Positive 😄
carolyneigama,78.29,Positive 😄
angelapiacampa,79.12,Positive 😄
blackdenimchic,82.61,Positive 😄
alia_my_world,82.59,Positive 😄
annaeasteden,76.79,Positive 😄
bend.and.snack,100.0,Positive 😄
alinaceusan,78.12,Positive 😄
alexandraemmys,79.08,Positive 😄
audri_music,76.79,Positive 😄
bostonsgoldenboy,100.0,Positive 😄
abby.lark,87.5,Positive 😄
chimmys_signature,86.84,Positive 😄
abeer_sadiq,79.69,Positive 😄
alinezalko,82.35,Positive 😄
amimaunier,79.58,Positive 😄
alessiafoglia_official,76.17,Positive 😄
alexandracos_,74.34,Positive 😄
charmedbycamille,76.84,Positive 😄
chels_life,79.52,Positive 😄
beatrizgosta,90.0,Positive 😄
canbloghouse,82.56,Positive 😄
caseymunashe,84.72,Positive 😄
axisagency,92.31,Positive 😄
anetebalkena,90.91,Positive 😄
blairimani,77.88,Positive 😄
anitol,76.74,Positive 😄
ash44444,79.6,Positive 😄
balcellsalbert,84.23,Positive 😄
babisabbag,75.38,Positive 😄
alwaystri,76.66,Positive 😄
brendaboo94,82.0,Positive 😄
beccweb,76.8,Positive 😄
andrayatighe,83.75,Positive 😄
allshethingsdotcom,81.38,Positive 😄
c_a_r_m_e_n_,77.26,Positive 😄
chaianebianchi,0.0,Neutral 😐
alessaa_w,75.31,Positive 😄
chiaratosatti,78.23,Positive 😄
caseyleighdawsonx,78.57,Positive 😄
8passengers,76.6,Positive 😄
cathyherard,77.78,Positive 😄
alessiofdesign,82.28,Positive 😄
alinamarav,100.0,Positive 😄
camillakarfwedson,81.15,Positive 😄
chellaman,75.58,Positive 😄
carol.aq,81.06,Positive 😄
cat.lantigua,79.73,Positive 😄
believe2success,77.39,Positive 😄
banksesports,94.29,Positive 😄
bykimberley,90.62,Positive 😄
a_littlebitoflife,76.42,Positive 😄
anamoyacalzado,76.98,Positive 😄
akuavi_,76.71,Positive 😄
biashaina,87.67,Positive 😄
charliedickinson_,78.15,Positive 😄
alexanderson29,79.48,Positive 😄
anna.cascino,81.25,Positive 😄
amandaseghetti,78.61,Positive 😄
abyxo,77.83,Positive 😄
amatechblog,82.14,Positive 😄
activewithella.au,78.26,Positive 😄
ademurelife,76.99,Positive 😄
azsungoddess,82.4,Positive 😄
caitijackson,77.35,Positive 😄
callumm556,87.5,Positive 😄
ashley_marie_x,91.67,Positive 😄
allyouneediswhite,77.27,Positive 😄
centered_by_design,77.56,Positive 😄
amandasperoni,77.24,Positive 😄
carolinetorti,78.31,Positive 😄
9jafoodie,74.26,Positive 😄
alejandrolillo_,75.68,Positive 😄
alexisclairefit,76.39,Positive 😄
chapichapi.shop,100.0,Positive 😄
bri_pile,76.32,Positive 😄
beaupeterbrooks,75.16,Positive 😄
ambershimel,77.27,Positive 😄
angislon,75.33,Positive 😄
blondiexliz,91.8,Positive 😄
disneytravelsecrets,90.0,Positive 😄
carew_movement,77.72,Positive 😄
cecilia_fashion,76.62,Positive 😄
andreaaprile,77.58,Positive 😄
amandabrezovsky,77.39,Positive 😄
beautymarinad,79.78,Positive 😄
bettersunkissed,78.03,Positive 😄
brogan.georgiou,75.64,Positive 😄
17maggiezine,83.04,Positive 😄
carlottiica,79.17,Positive 😄
carys.schulze,74.33,Positive 😄
100grandboys,84.62,Positive 😄
castyworld,84.55,Positive 😄
capt_morgzz,78.57,Positive 😄
alissa_violet,75.9,Positive 😄
amritdasu,76.99,Positive 😄
brasilnality,77.61,Positive 😄
ashmeet94,78.54,Positive 😄
allycaple,83.06,Positive 😄
beautybritecom,80.23,Positive 😄
beckienye,77.07,Positive 😄
benny_hancock,76.53,Positive 😄
alwaysannie_,76.24,Positive 😄
alexisbumgarner,77.04,Positive 😄
anneindeed,79.44,Positive 😄
carriesmoljanovich,77.01,Positive 😄
bashharry,80.72,Positive 😄
cakebycourtney,77.23,Positive 😄
alexandria_daniella,81.58,Positive 😄
annestyledtwice,76.87,Positive 😄
aletamyles,88.89,Positive 😄
agirlsgottaspa,76.9,Positive 😄
asiansneverdie,72.26,Positive 😄
aalexandrafogarassy,80.8,Positive 😄
apiekar,100.0,Positive 😄
bridgetsloan,87.78,Positive 😄
alexdc31,77.14,Positive 😄
bryanbros,78.29,Positive 😄
aboutthishaus,78.27,Positive 😄
alessiadrinklipstick,77.74,Positive 😄
5oclocksunday,76.61,Positive 😄
ashalexiss,75.55,Positive 😄
ajenniferyourthoughts,79.93,Positive 😄
biasommelier,75.65,Positive 😄
annasding,77.58,Positive 😄
1025thebone,90.38,Positive 😄
_ashleywhite,80.95,Positive 😄
629yk,85.42,Positive 😄
anastasiia.ia,79.34,Positive 😄
carolineissa,77.95,Positive 😄
brittamaxime,79.22,Positive 😄
beccaskinner,79.37,Positive 😄
broccyourbody,76.31,Positive 😄
acriere,77.36,Positive 😄
amkbhamra,81.25,Positive 😄
buuoy_,89.58,Positive 😄
allmygoodthingsblog,83.57,Positive 😄
bobbykiranyeo,83.98,Positive 😄
caroline.and.crew,75.44,Positive 😄
channel963,78.35,Positive 😄
camillabrozzo,77.78,Positive 😄
adgeekoindia,100.0,Positive 😄
brilliants.indonesia,88.61,Positive 😄
brychanbrychan,82.61,Positive 😄
alexandrahelenavoneck,77.15,Positive 😄
brooklynthebernedoodle,76.21,Positive 😄
annina85,78.55,Positive 😄
bikkini.rus,96.15,Positive 😄
amelia_kennedy_,75.0,Positive 😄
arrestthisgal,76.35,Positive 😄
arizonacandid,85.0,Positive 😄
benemayr,81.93,Positive 😄
charlestoncrafted,87.14,Positive 😄
catwomenn,78.03,Positive 😄
amyplusbabies,78.18,Positive 😄
barbaracoignet,85.56,Positive 😄
bradders_21,77.32,Positive 😄
cherylpandemonium,77.41,Positive 😄
chloemoore8,83.81,Positive 😄
charliewinzar,79.86,Positive 😄
chefyasmia,86.67,Positive 😄
angiesilverspoon,76.32,Positive 😄
5teffy,77.32,Positive 😄
antvers,76.52,Positive 😄
astridericsson,75.0,Positive 😄
camillaabry,78.87,Positive 😄
anastasia7asja,77.07,Positive 😄
aleksandra_zelazowska,77.16,Positive 😄
charliemariedoe,77.01,Positive 😄
carriec,77.3,Positive 😄
carolinebarnesmakeup,78.52,Positive 😄
breeessrig,77.59,Positive 😄
ayesha.m.verma,92.0,Positive 😄
beckycallow.x,76.48,Positive 😄
antoniodelotero,73.88,Positive 😄
ankatrien,76.93,Positive 😄
angeliquekeuven,66.67,Positive 😄
ambercbaldwin,76.45,Positive 😄
brittfullwood,78.02,Positive 😄
arianleonard,81.25,Positive 😄
annnaes,78.95,Positive 😄
brunavieira,76.71,Positive 😄
carteblancheno,0.0,Neutral 😐
ashthe_designer,86.47,Positive 😄
baronesscountess,77.47,Positive 😄
chris_kv11,76.8,Positive 😄
allisoncalvs,76.71,Positive 😄
braidsandblooms_,73.06,Positive 😄
berfudesign,0.0,Neutral 😐
beautyleebar,84.89,Positive 😄
akilahh,78.97,Positive 😄
chicosolitario03,81.62,Positive 😄
acceology,83.98,Positive 😄
astridriveratv,82.26,Positive 😄
angie_abdul,78.19,Positive 😄
catparrott,82.43,Positive 😄
careeohhlinee,75.65,Positive 😄
brooke_boddie,0.0,Neutral 😐
alessandracrinzi,76.49,Positive 😄
adventu.russ,89.29,Positive 😄
christinajwarren,76.58,Positive 😄
adrianhollinger,75.49,Positive 😄
andromxda,85.29,Positive 😄
astronautabbyofficial,76.57,Positive 😄
anfori19,81.25,Positive 😄
anllela_sagra,74.33,Positive 😄
chinabell,77.55,Positive 😄
antonitudisco,76.96,Positive 😄
antonis_leiv,77.44,Positive 😄
annelyliqhn,79.14,Positive 😄
basilgreenpencil,79.92,Positive 😄
camii_tg,77.88,Positive 😄
caliente_fitness,81.15,Positive 😄
cappellacciamerenda,72.38,Positive 😄
alexisdavilaa,78.43,Positive 😄
bottshoppe,96.88,Positive 😄
aunyealachelle,80.55,Positive 😄
amymarieblack,81.0,Positive 😄
anilorak,72.97,Positive 😄
aryfonta90,77.1,Positive 😄
abellasbraids,77.61,Positive 😄
andreadamante,76.85,Positive 😄
briannarenee,75.88,Positive 😄
10neto,77.99,Positive 😄
brentbielmann,79.38,Positive 😄
_aboutvictoria_,100.0,Positive 😄
blogoutrogarotolendo,79.44,Positive 😄
carlyramsay,81.43,Positive 😄
ag_4allages,76.35,Positive 😄
amandapaigewilliams,77.35,Positive 😄
angeliqgoddess,76.98,Positive 😄
bowersam,73.78,Positive 😄
camillasvahn,82.69,Positive 😄
blueberry.monkey,78.65,Positive 😄
blacphoenix,88.24,Positive 😄
cathmo__,77.12,Positive 😄
audreymadstowe,76.63,Positive 😄
brittney_saunders,75.19,Positive 😄
andreadallagnola,79.17,Positive 😄
adventuringgypsy,80.15,Positive 😄
alsoknownasmamablog,79.92,Positive 😄
binidina,89.58,Positive 😄
christiangertsen,75.93,Positive 😄
birdspotting,80.25,Positive 😄
alexrobertrose,88.1,Positive 😄
brooklynkitten_,83.95,Positive 😄
aliceandlois,78.02,Positive 😄
all.things.homely,76.51,Positive 😄
amicheperlapelle_cosmesi,79.57,Positive 😄
aabidnassar,80.0,Positive 😄
alejandrareyes,76.64,Positive 😄
barbellsandboots,76.77,Positive 😄
belle.by.isa,78.93,Positive 😄
andieswanderings,77.28,Positive 😄
brightonkeller,78.06,Positive 😄
angelaamcd,0.0,Neutral 😐
brickleberry,75.84,Positive 😄
alifetostyle,77.06,Positive 😄
bridget.dowden,85.71,Positive 😄
badassnugget,77.94,Positive 😄
alchemyengland,84.21,Positive 😄
alissa_noir,80.56,Positive 😄
avn1ye,76.65,Positive 😄
calm_eats,76.54,Positive 😄
chloeincurve_,77.06,Positive 😄
ashtangayogagirl,78.41,Positive 😄
abbie_snape,78.31,Positive 😄
byamyly,75.97,Positive 😄
bedrockmagazine,100.0,Positive 😄
aliceinscandiland,78.81,Positive 😄
camgirl,77.25,Positive 😄
annadaly,79.37,Positive 😄
carenshope,77.71,Positive 😄
amieyoungmua,85.71,Positive 😄
carlottaleaa,80.26,Positive 😄
dopensteez,78.07,Positive 😄
alexcellenthealth,78.94,Positive 😄
graffitikings,78.81,Positive 😄
adictikworld,100.0,Positive 😄
bktraveladdict,80.45,Positive 😄
abbieas_,81.29,Positive 😄
avokween,77.39,Positive 😄
annakalvatn,79.95,Positive 😄
be.brittany,77.27,Positive 😄
ama.peters,78.24,Positive 😄
aninspirednest,79.19,Positive 😄
8788clothing,100.0,Positive 😄
celiachiamo_con_gusto,86.36,Positive 😄
abbeyhagan,79.5,Positive 😄
agirlwithajournal,78.99,Positive 😄
blackdiamondbuzz,0.0,Neutral 😐
alisonrourk,80.0,Positive 😄
andrea_plebe,93.33,Positive 😄
alicethieu,77.89,Positive 😄
alyssekatherine,77.9,Positive 😄
catiecase,79.41,Positive 😄
aaublog,81.01,Positive 😄
balaji_thiyagaraajan_dayalan,74.19,Positive 😄
angfitco,100.0,Positive 😄
barbarabrigido,78.05,Positive 😄
adoseofemily,77.48,Positive 😄
adamjosephchase,78.06,Positive 😄
allymisslove,77.86,Positive 😄
cherylhickey,79.13,Positive 😄
blogdarosane,79.72,Positive 😄
bentheliem,75.41,Positive 😄
alperlondon,76.8,Positive 😄
beatrice_smith,84.55,Positive 😄
adoredonnie,78.47,Positive 😄
bevysmith,76.82,Positive 😄
bia.dgp,82.17,Positive 😄
bumpclubandbeyond,77.77,Positive 😄
btouches2,83.33,Positive 😄
arahmahalqasimi,76.13,Positive 😄
adrienne.hilll,75.9,Positive 😄
bridalpulse,93.92,Positive 😄
alexvaughn123,79.79,Positive 😄
avene_uki,80.79,Positive 😄
chaneliman,76.82,Positive 😄
amonilife,0.0,Neutral 😐
antheajanebiggs,77.65,Positive 😄
cayleth,77.26,Positive 😄
alittleblondeinparadise,76.3,Positive 😄
chrisrollins945,93.75,Positive 😄
applejustine,83.33,Positive 😄
alyssiatsang,76.26,Positive 😄
alibrag,86.11,Positive 😄
alyssalawson,77.6,Positive 😄
amandacotting,81.17,Positive 😄
choreobymo,87.5,Positive 😄
beckyvandijk,74.7,Positive 😄
2masters_and_a_miss,79.83,Positive 😄
bayarea.foodies,79.21,Positive 😄
chico_1980,70.35,Positive 😄
andreamworley,82.02,Positive 😄
alyssa13ramos,78.52,Positive 😄
billyilliam,77.57,Positive 😄
amandathriving,87.93,Positive 😄
asteroidetv,91.67,Positive 😄
by_atiehilmi,82.24,Positive 😄
andreaschoice,75.45,Positive 😄
annaliesedayes,80.18,Positive 😄
christianfang,82.61,Positive 😄
amandacarrera,74.43,Positive 😄
american_bossman,100.0,Positive 😄
bostanley,78.02,Positive 😄
basicbarbie,80.88,Positive 😄
annamaradan,78.7,Positive 😄
brittanygrahamhaslam,77.12,Positive 😄
beijamvelez,75.46,Positive 😄
beardabouttown,75.0,Positive 😄
benatialemeilleur5,80.77,Positive 😄
camarleen,77.33,Positive 😄
adentrostyle,82.1,Positive 😄
ateliersjouffre,83.88,Positive 😄
bellacolorida,76.32,Positive 😄
bentsenn,77.85,Positive 😄
christinangoo,81.57,Positive 😄
atthelisles,79.21,Positive 😄
chile_infinito1,81.71,Positive 😄
briela_dealmeida,79.34,Positive 😄
_chellita,80.26,Positive 😄
aworldofdresses,76.86,Positive 😄
chandskitchen,81.77,Positive 😄
atelierdetendances,77.26,Positive 😄
binxofficial,77.6,Positive 😄
annchovieblog,77.31,Positive 😄
biledanilol,80.77,Positive 😄
cakefacehaze,77.27,Positive 😄
atrendyexperience,78.77,Positive 😄
alessiabertino,76.99,Positive 😄
amberdenae,79.02,Positive 😄
chocolateismyvice,77.36,Positive 😄
annaszoke,79.69,Positive 😄
ayanagabriellelage,76.84,Positive 😄
beautywithsonia_,78.82,Positive 😄
boltandkeel,75.98,Positive 😄
_ariadnediaz_,87.5,Positive 😄
aspoonfuloffaith,80.18,Positive 😄
biancaabel,75.79,Positive 😄
_annilas,100.0,Positive 😄
cestology,78.9,Positive 😄
caitysfit,75.1,Positive 😄
beautyjulianna_,77.87,Positive 😄
callumers_,76.47,Positive 😄
carolineregan,90.0,Positive 😄
carmencastillo02,79.5,Positive 😄
ashpazi.shayli,78.09,Positive 😄
a_belgian_girl_abroad,79.33,Positive 😄
bitsofbrittany,74.6,Positive 😄
_agneslifestyle,77.87,Positive 😄
amigofit_,79.07,Positive 😄
angelinacecilias,73.47,Positive 😄
ateaspoonofstyle,77.72,Positive 😄
billboardbaddie,84.62,Positive 😄
beautifulbrwnbabydol,78.09,Positive 😄
amandapamblanco,79.06,Positive 😄
bishamberdas,78.23,Positive 😄
caroleradziwill,79.52,Positive 😄
arnayr,75.6,Positive 😄
1nonlycash,80.56,Positive 😄
aguantaderodeideas,73.81,Positive 😄
athenaandrade,82.87,Positive 😄
alenapolackova,74.44,Positive 😄
alicekings,100.0,Positive 😄
blonde_inthedistrict,75.61,Positive 😄
aboutfny,77.53,Positive 😄
beautybyrosita,77.0,Positive 😄
alltheprettys,77.31,Positive 😄
anthonin,75.27,Positive 😄
audmoneyy,80.0,Positive 😄
castiron_keto,78.6,Positive 😄
antonizzleellizle,83.33,Positive 😄
camillassecrets,76.76,Positive 😄
blogbdebeleza,92.11,Positive 😄
alexandra.em,77.27,Positive 😄
briannguyen,78.63,Positive 😄
belli_love,78.08,Positive 😄
chameamo,79.74,Positive 😄
feistyfoodie,86.67,Positive 😄
andreakvarme,100.0,Positive 😄
chefbenedetti,73.36,Positive 😄
alessandraminko,76.43,Positive 😄
camillagrazia,78.07,Positive 😄
allydameshghi,91.67,Positive 😄
amberhuanng,75.44,Positive 😄
christiebrinkley,77.08,Positive 😄
aswildchild,76.88,Positive 😄
caitieandkids,81.58,Positive 😄
brumiranda,84.75,Positive 😄
bengin94,82.94,Positive 😄
aliluvi,76.36,Positive 😄
941thewolf,100.0,Positive 😄
carmenmwood,82.85,Positive 😄
briannayoga_,80.18,Positive 😄
alexajeanfitness,74.89,Positive 😄
alifewellconsumed,75.08,Positive 😄
beautyoftechnology,81.09,Positive 😄
akaneko26,80.39,Positive 😄
blogbelezamake,83.15,Positive 😄
cavscode,93.75,Positive 😄
beyondcasualb,76.47,Positive 😄
abeer.sinder,74.98,Positive 😄
autodinamicomx,77.19,Positive 😄
aboveandbeblonde,76.11,Positive 😄
ashllyd,77.75,Positive 😄
briarrose91,86.11,Positive 😄
ashamor,77.5,Positive 😄
cety,95.0,Positive 😄
alejandra.falconi,77.34,Positive 😄
being_bettina,77.12,Positive 😄
1_ran.thanx,79.73,Positive 😄
carlottaoddi,78.52,Positive 😄
askolivejamesblog,89.66,Positive 😄
bostonfoodies,78.04,Positive 😄
blogmanegri,82.59,Positive 😄
cassonthetrack,84.62,Positive 😄
blogandtalk,97.37,Positive 😄
amandinesld,75.3,Positive 😄
ccallann,74.39,Positive 😄
an_italian_in_new_york,76.77,Positive 😄
cburtonsiller,80.0,Positive 😄
anettesto,83.33,Positive 😄
amandaphotogenics,78.06,Positive 😄
actressphoebeprice,85.9,Positive 😄
batoolart,77.94,Positive 😄
adbfit,77.18,Positive 😄
brotherderrick,90.0,Positive 😄
ashley__wilke,76.67,Positive 😄
